date,likesCount,profileName,commentsCount,text,clean_text
2022-09-07T16:13:39.000Z,6,7090e32a9d6c07497fee968b4b690e3f70fe975f0738009494d4182ff41872b3,28.0,why the northern hemisphere warm more than the southern hemisphere?,northern hemispher warm southern hemispher
2022-09-07T17:10:34.000Z,1,f739631316ff10bf3563ed8b74394e9cec90985eb5f43216bfaab02a7fc14e13,6.0,So what are we gonna do about it?,gonna
2022-09-07T16:48:17.000Z,3,e4344ba4ed5d344c3f1729d4560b2c7161cf3c5f25b9a35f03851089ffe20bcd,,Yes. I fall asleep on decaf and stay awake with real coffee. You can keep your brown sadness water thanks.,ye fall asleep decaf stay awak real coffe keep brown sad water thank
2022-09-07T16:29:02.000Z,18,c5d2ca04f80c06207548cd1015962461056cab5bc4c5ac0a7bc06b1a7fe91571,1.0,Plus you can literally measure the heat retention effect of CO2 in a glass container in a lab,plu liter measur heat retent effect co glass contain lab
2022-09-07T22:24:21.000Z,3,7dbc924eeb31d7707805068abc66e3c826bc723beb9c9c181b45e050afb3cbfe,,"The two most abundant gases (nitrogen and oxygen) comprise 99% of the atmosphere. Neither traps heat. By definition, all greenhouse gases are trace gases because they live in the remaining 1%. It's too bad the CO2 is naturally so sparse. If CO2 were naturally abundant like oxygen, our emissions wouldn't matter. We'd have a negligible impact. But because CO2 is naturally sparse, our emissions matter a lot. In fact, one-third of the CO2 in the atmosphere is due to human activity. We have to stop emitting and pull CO2 we've already emitted out of the atmosphere to stabilize the climate.",two abund gase nitrogen oxygen compris atmospher neither trap heat definit greenhous gase trace gase live remain bad co natur spars co natur abund like oxygen emiss wouldnt matter wed neglig impact co natur spars emiss matter lot fact onethird co atmospher due human activ stop emit pull co weve alreadi emit atmospher stabil climat
2022-09-07T17:30:50.000Z,14,2934a40d214c1157ae1fb62b3d87985a8293062e3c16c1e32120037532deec5f,,That's an excellent way to illustrate 400 ppm.,that excel way illustr ppm
2022-09-07T17:29:49.000Z,40,3f5005789980dd072061c992809a9c3a3f514e67c5fa1a633ecd5c704bc55ba2,3.0,"I find it interesting when people claim that CO2 can't possibly be the cause of the Earth warming because it is just a trace gas, yet the same people would acknowledge that this trace gas is responsible for all plant life on Earth.",find interest peopl claim co cant possibl caus earth warm trace ga yet peopl would acknowledg trace ga respons plant life earth
2022-09-07T17:15:55.000Z,1,68a91b0edcadd41dcaf0c54f6381bc42c0f2e95194227c55b807e9c303e62fa4,,Love this post! Great pedagogy 🙏,love post great pedagogi
2022-09-07T17:26:16.000Z,0,866f4b9252aa97aca2b2aabe8bab34a4161cfaf8da9ea6fb24b664b140dc319e,1.0,Kathy Schulz,kathi schulz
2022-09-07T16:25:32.000Z,0,9449f8bb61ec1dcf0636d574093c603ab113df0e1433a80a149879ab2379a272,,Before of after I drink it?,drink
2022-10-08T11:58:59.000Z,0,80ca6ffc6f071ab34a5caec625f6feefeea07d1ab4411d13fe3e939286b70efc,,"That’s a good analogy. 

I have thought that another one (involving the absorption of EM waves, though in the visible) might be: try putting a small amount (0.4cc) of blue die into a litre bottle of water. All of the water then has a faint blue tinge.",that good analog thought anoth one involv absorpt em wave though visibl might tri put small amount cc blue die litr bottl water water faint blue ting
2022-09-07T16:05:17.000Z,0,70c6b80646a524d7d898a81a5775b3b03866301a24296f58ceb320ef50e0f678,,Great advice!,great advic
2022-09-07T16:25:20.000Z,0,bf9a9cff50b3dfa3450409370c38f53fd40dad73cc3186c041553c89ed9a81f5,,Thanks for sharing,thank share
2022-09-15T16:05:08.000Z,0,285610776eb4075cb711d30def13324b5b0e1e9cf5c4b7cd92fe870e217892fe,,Excellent,excel
2022-09-08T21:32:25.000Z,0,c1e7b993d26f430013c1600b573fa4deec951f671abc1132623c6375250a90fb,,"Not if its good coffee beans, 
Not until I get jittery🤣🤣🤣🤣",good coffe bean get jitteri
2022-09-10T14:03:08.000Z,1,2ce6b8f5325d3c0bf040cb0217f44291b9fcff904147bf5d50630192eb08a302,,💖💖💖,
2022-09-10T21:41:15.000Z,0,762d3f1c9ffca107e249668bbbb75da8f133bde1c4bdf60f1a29270f6d4b259d,,*********,
2023-08-13T18:38:05.000Z,0,c3f760435cafb2e83b2e474e3882f91607c3b4a46cc265bd74b7f7ccf33d9f9d,,Hlw,hlw
2022-09-07T17:05:34.000Z,0,b2a23f1cfa67df6b22f01fdc3a43e7146257b24da6cd0f5d225cd4609835f41b,,decaf is like mouth to mouth were as caffeinated is a defibrillator electric jolt.,decaf like mouth mouth caffein defibril electr jolt
2022-11-30T10:18:53.000Z,4,faad4f0032e82f1adfa454ce19e0a19d70cf09bd39d25e75b09ae160a4a67699,7.0,"Maybe this is what happened to Mars...we messed it up, came here and doing it all over again...meant as a joke, but I wouldn't be surprised.",mayb happen marsw mess came againm joke wouldnt surpris
2022-11-30T10:13:48.000Z,1,bd0da9a2a0634beab3f7fdd3164cd7a853c7d4c7aba33b98103349859e9a59ac,1.0,"It is not the average temperature that is important,but the difference between night and day and the seasons.",averag temperatur importantbut differ night day season
2022-11-29T18:34:36.000Z,21,bc553b275dd49698792340c8f4378b4d9a702897830afab6c7064d85ffa65733,5.0,It's always fun watching dropouts pretend to argue science with NASA.,alway fun watch dropout pretend argu scienc nasa
2022-11-29T18:37:59.000Z,19,e5e938456fd1de37139b3f67f472cc914a0dc27eca70019979b3a40c3df7d43b,1.0,"Whenever NASA posts good, peer reviewed science I make sure to read the comments to see what the nut jobs have to say",whenev nasa post good peer review scienc make sure read comment see nut job say
2022-11-29T18:29:22.000Z,3,af82bb5df76051d3fdf495151ba14453e2966df2a55f24702a9551e3b4fb1ad8,,Due to more carbon🤦‍♀️,due carbon
2022-12-15T06:02:09.000Z,3,221aa3f8cebda1b9a88453b44701cd578de94311acca475d3928863693c8c815,5.0,"Maybe if Fox had investigative journalists they would: 1: understand the physics of climate change and the dangers they present! 2: would expose the propaganda of the fossil fuel industry! 3: not mock those like AOC who are trying to make real change!

Here: read this/watch real investigative reporters with hard data and not Fox charlatans!

Watch and learn!

https://www.pbs.org/video/the-power-of-big-oil-part-one-denial-redxh6/",mayb fox investig journalist would understand physic climat chang danger present would expos propaganda fossil fuel industri mock like aoc tri make real chang read thiswatch real investig report hard data fox charlatan watch learn
2022-11-29T20:25:36.000Z,1,c22ffa876019c68f7e91e52463982f46c77ced2b940ac32fe7711ec79faa3104,,"By 2050….12-18 inches as the rate continues to accelerate , glad am 58 and not 28",inch rate continu acceler glad
2022-11-29T21:33:48.000Z,2,949285743ea80b9e9b167dad354f5a5eaaf1da5b98cdc9fe5a84157ab380a7d0,,You simply can’t mess with science and the data collected by thousands of scientists and researchers. What will it take for politicians to finally take a stance to actually globally combat climate change????,simpli cant mess scienc data collect thousand scientist research take politician final take stanc actual global combat climat chang
2022-11-29T18:39:45.000Z,5,58681fb15245b9ce795beee3d7c5c46f04921b4eca8f47cef99e0b2325492724,2.0,"Cue the science graduates of the universities of Google, Facebook, & YouTube.",cue scienc graduat univers googl facebook youtub
2022-11-29T18:28:44.000Z,3,1bce31c92a6b644967f4a086c8f4a181f25411d1430c325284673c4af1ddd34c,,That’s horrendous,that horrend
2022-11-29T18:30:13.000Z,0,1733ab9df96a67870d0dd61f528eef0ccd27e18b8d8ff449cd6f6eabead84e5d,2.0,"Say bye bye, Florida.",say bye bye florida
2022-11-30T04:57:27.000Z,1,fce4a0f9af3b46e87482faa63c7a38172e01e1cff0690805b3626b16953e8df0,,Sustainability VS Stability of climate change solution is a must,sustain vs stabil climat chang solut must
2023-12-02T16:41:56.000Z,1,659c632c53addc776a9da0b661e26366474f0bcaed0533b6859f4726f83382f5,1.0,Dutchy Holland maybe you better move up a level in your apartment building,dutchi holland mayb better move level apart build
2022-11-29T19:49:25.000Z,12,1e4556b15dd947d0253050130dea1f4b152a8bf628e60e5cda27c3a3f0ce2c1c,23.0,Yet so many westerners don't believe or understand the simple science behind global warming. This is why BigOil still has so much power.,yet mani western dont believ understand simpl scienc behind global warm bigoil still much power
2022-12-05T13:56:09.000Z,0,a692d90a388a604308ba0c84a39deb22b073b0de0aa9ac8d0494894ba3f20c18,,Di pulau Jawa Indonesia sering gempa sekarang,di pulau jawa indonesia sere gempa sekarang
2022-11-30T02:38:06.000Z,0,11ad66ba1a715c96732d126041a7cc3842e0641a3ab69cb7c144395d89844979,,"Andrew Bidi apropo de conversatia noastra, am vazut asta si am zis sa iti arat 😅",andrew bidi apropo de conversatia noastra vazut asta si zi sa iti arat
2023-01-06T19:06:41.000Z,0,9c062b981d13fec8c3dd59d1c7b059bd8c9e38a0788c20bb8cf97bb69ba4b91a,,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhous effect concern infrar radiat given earth sun radiat basic pass oxygen nitrogen earth atmospher land earth surfac absorb reflect back atmospher part radiat bounc greenhous gase return absorb earth greenhous gase ghg water vapor ho carbon dioxid co nitrou oxid methan ch long co remain atmospher difficult question sever process remov carbon dioxid atmospher co releas air dissolv ocean period year rest remov sever hundr thousand year accord ipcc fourth assess report co increas remov atmospher within year anoth remov within centuri remain may stay atmospher thousand year mean could stop carbon dioxid emiss tomorrow carbon dioxid atmospher would continu warm climat thousand year methan ch contrast persist year thu even though methan time potent carbon dioxid effect rel shortliv furthermor methan increas ppb ppb today notic part per billion part per million emiss carbon dioxid atmospher caus global warm much earth warm year depend upon mani billion ton carbon dioxid emit atmospher gener rule trillion ton addit carbon dioxid atmospher actual billion translat ppm addit carbon dioxid also ppm addit carbon dioxid translat f c global warm verifi fact preindustri carbon dioxid ppm ppm period planet warm c scientist measur amount atmospher carbon dioxid correspond ppm found correspond billion metric ton co atmospher therefor order increas global temperatur c would need x billion billion metric ton carbon dioxid metric ton equal kilogram x pound us countri world use metric ton world pump billion metric ton us gt carbon dioxid atmospher averag per capita emiss carbon dioxid metric ton per person per year year billion peopl therefor businessasusu scenario expect world emit x billion metric ton atmospher per year averag billion ton next year ie accumul trillion ton co less tt due carbon sink ocean almost satur co world accumul tt carbon atmospher divid trillion ton co million c f mean world f warmer rise sea level come two distinct process water expans feet due ad f increas temperatur melt ice mainli greenland feet antarctica feet total feet well increas extract groundwat due irrig although usual notic water expand slightli get warmer second potenti greater contribut rise sea level come melt glacial ice antarctica ice greenland ice trillion ton ice remain tie continent glacier except himalaya melt greenland complet melt rais sea level feet meter antarctica complet melt add feet meter sea level rise year predict fossil fuel almost deplet coal may last temperatur rise level model predict greenland lose gt ice per year end centuri result feet sea level rise addit antarctica add anoth feet sea level rise ad feet thermal warm result sea level rise feet add feet due melt west antarct ice sheet wai due collaps pine island thwait glacier foot sea level rise end centuri noaa nation ocean atmospher administr state ocean could rise feet worsecas scenario name complet collaps wai effect would foot sea level rise us miami one vulner place rise sea million american would see home perman flood sea level rise feet sea level rise feet million american would see home perman flood new studi predict mani million american coastal area reloc sea level rise feet meter expect like scenario addit sealevel rise global warm contribut increas spread insectborn ill cropdamag pest exampl diseas zika dengu fever chikungunya transmit mosquito pick diseas bite infect peopl spread peopl subsequ bite research shown warmer temperatur shorten incub period mean diseas spread rapidli warmer temperatur also tend increas geograph rang insect global warm also translat extrem weather event higher temperatur mean increas energi atmospher ocean energi drive weather cannot attribut particular storm global warm tie overal trend global warm make logic sens warm ocean water give birth intens weather gener hurrican cannot surviv long sea surfac cooler f c longer ocean water stay f opportun hurrican blossom lastli global warm result drought flood water scarciti demand water tripl past year current half billion peopl live waterstress countri number expect increas billion vast major fresh water use agricultur us east coast much water suppli come surfac water wherea midwest get water suppli combin surfac water well water well water come underground aquif ogallala aquif present rate withdraw part ogallala aquif water avail irrig anoth year
2022-11-30T04:56:29.000Z,0,fce4a0f9af3b46e87482faa63c7a38172e01e1cff0690805b3626b16953e8df0,1.0,No to plastic pollution,plastic pollut
2023-07-13T16:46:20.000Z,19,cc1396cd079ceca397956dc0d5be870f5dcc608a7ff7c25f05dad624c02e9a41,15.0,I was born in 1960 and spend a lot of time outdoors.  It’s getting hotter and storms are getting more intense.,born spend lot time outdoor get hotter storm get intens
2023-07-07T17:45:13.000Z,2,1241f3e3de1fa8971e9b840bfb90307b1fecf1083942d32ed5f1f36351bcfa87,,We all have to move to the Sahara desert and use solar energy (very few trees to cut down in the Sahara),move sahara desert use solar energi tree cut sahara
2023-07-26T17:43:08.000Z,0,e4a6c77dc2279c766fbe4d238fe52fd3d7dc1a13a09ddcea4ef7c0d4c8d17654,,So when did we start directly measure temperatures?,start directli measur temperatur
2023-07-08T00:05:17.000Z,1,fa9f1276f7c707476885f256497ab9c004f32d6178610bafb8a533adf304841e,,😭,
2023-07-10T20:00:56.000Z,2,f450109d7f1099c971f6bc87d710d9194992ca5d7a169144044d78aa446bea60,,"Earth Sun Screen - We as Collaborative Earthlings Launch Lightweight Material such as thin film darkened (tinted) plastic or some lightweight barrier (carbon fiber) into Outer Space to act as a Sunscreen /awning / louvers /pergola between the Earth and the Sun. Placed in orbit to block out the hottest portion of the sun's rays.

Trojan Point / LaGrange Point - is the place between 2 orbiting bodies of gravity equilibrium. Equal pull in both directions. Wherein an object is stuck / suspended between the 2 orbiting bodies and appears motionless in the sky above. This point between the earth and the sun is called L1 (LaGrange1) andis located approx 3 weeks journey from earth,  Possible Timeline: If 100 square miles of material are needed. And if we can launch 1 square mile of Sun Screen material per launch. 100 launches would be needed to assemble the full sun screen panel. Meaning an initial SunScreen Could in theory be fully installed in 1-2 years.

The Orbital Earth Sun Screen could be UV Blocking or tinted different colors to change the color output of the sun's light to benefit / amplify plant life with less heat or bad UV rays. Acting as not only a tint / ""sunglass"" but also a UV Light filter, blocking harmful UV Rays, while changing the output color of the sun to help plants grow faster, with less direct UV heat.

An Orbital Sunscreen could act as a Thermostat to control the sun's output to the earth. Giving Mankind Climate Control. It takes 3 weeks to get to L1 Lagrange Point 1. Maintenance, service, and crew change missions are possible. 

This is Not a permanent fix. Only a delaying action.  
Can someone Calculate how big a 
Solid object 
Spaced apart panels
would have to be to have a 1 degree effect etc.?

Would any benefits come from this?
Adjustable Tint 
Change UV output / polarization for earth plantlife benefits
Change Output Color for plantlife Benefits? 

Thanks for any help or info on this matter",earth sun screen collabor earthl launch lightweight materi thin film darken tint plastic lightweight barrier carbon fiber outer space act sunscreen awn louver pergola earth sun place orbit block hottest portion sun ray trojan point lagrang point place orbit bodi graviti equilibrium equal pull direct wherein object stuck suspend orbit bodi appear motionless sky point earth sun call l lagrang andi locat approx week journey earth possibl timelin squar mile materi need launch squar mile sun screen materi per launch launch would need assembl full sun screen panel mean initi sunscreen could theori fulli instal year orbit earth sun screen could uv block tint differ color chang color output sun light benefit amplifi plant life less heat bad uv ray act tint sunglass also uv light filter block harm uv ray chang output color sun help plant grow faster less direct uv heat orbit sunscreen could act thermostat control sun output earth give mankind climat control take week get l lagrang point mainten servic crew chang mission possibl perman fix delay action someon calcul big solid object space apart panel would degre effect etc would benefit come adjust tint chang uv output polar earth plantlif benefit chang output color plantlif benefit thank help info matter
2023-09-01T16:10:07.000Z,1,39d8d1a28f3f0fa9cc9fa824f62483ea893de6e968293e8f8ba091d0ca722682,,"This is what The CREATOR says about Climate abd weather.

 Amos 4:7
“I also withhold rain from you when the harvest was still three months away. I sent rain on one town, but withheld it from another. One field had rain; another had none and dried up.”

Zechariah 10:1
“Ask the Lord for rain in the season of spring rain. The Lord makes the rain clouds, and He will give them showers of rain and crops in the field for everyone.”

John 3:8
“The wind blows where it pleases, and you hear its sound, but you don’t know where it comes from or where it is going. So it is with everyone born of the Spirit.”",creator say climat abd weather amo also withhold rain harvest still three month away sent rain one town withheld anoth one field rain anoth none dri zechariah ask lord rain season spring rain lord make rain cloud give shower rain crop field everyon john wind blow pleas hear sound dont know come go everyon born spirit
2023-07-08T14:48:49.000Z,2,04cf3010343d6f8d700ad997fcdb77736e7572329e2d4be085924334939eb9d5,,Awesome! Maybe I can start growing palm trees in my front yard?,awesom mayb start grow palm tree front yard
2023-07-12T20:30:32.000Z,1,11038dd8478e0251e13643452121860225da67f473bc1f98eb14b7e1ae329f47,,"If climate action is also important to you, don’t miss this week’s Firelight Chat on Wednesday – Climate: Where We Are and What to Do. Marianne will be joined by Peter Kalmus, climate scientist and author of Being the Change: Live Well and Spark a Climate Revolution.
You can watch the stream live directly on our website, marianne2024.com, or follow on Facebook, Twitter, or YouTube this Wednesday, July 12th at 6pm ET/ 3pm PT.",climat action also import dont miss week firelight chat wednesday climat mariann join peter kalmu climat scientist author chang live well spark climat revolut watch stream live directli websit mariannecom follow facebook twitter youtub wednesday juli th pm et pm pt
2023-07-19T07:30:21.000Z,2,58203f65b2c81df85c67724d22146380b9f77b4b75feb3eb0b91f69b3692ff82,,Please urge your political representatives to wake up and fight the fossil fuel industry.,pleas urg polit repres wake fight fossil fuel industri
2023-07-27T18:53:34.000Z,4,4e0b2cb7edfc998f2058f31d0d9e47f0af53dd14e30c825e2c5f8cb1a8240d77,,"Republicans would rather boil the planet and destroy the lives of future generations—than admit that liberals and scientists were correct about climate change. 

It’s literally that simple.",republican would rather boil planet destroy live futur generationsthan admit liber scientist correct climat chang liter simpl
2023-07-26T15:29:36.000Z,2,0f0a7eb5795a851eb23d88ba00229aba3e73fd12680b3570fe21c627de4cec4c,,"Planet Earth is warming up fast.  Hurricanes, flooding, and spontaneous fires are occurring more often, with more intensity.",planet earth warm fast hurrican flood spontan fire occur often intens
2023-07-13T16:33:35.000Z,5,91afb6a118f4aca1ed6eec32eec7e40d28caebbdef5a11d6dd5e817245af9514,1.0,Now they're aware.,theyr awar
2023-07-08T11:55:35.000Z,1,bd0da9a2a0634beab3f7fdd3164cd7a853c7d4c7aba33b98103349859e9a59ac,1.0,How can the heat of the planet be measured accurately unless the body of the thermometer is placed in space and only the sensitive part on the earth just as it would not be accurate to measure anything by imprisoning the whole thermometer in it?,heat planet measur accur unless bodi thermomet place space sensit part earth would accur measur anyth imprison whole thermomet
2023-07-07T21:27:29.000Z,4,79ee5dc2b26f761215ecf89449152f9d89c1fd3ff8982aaed1e91863aacb1d14,6.0,I guess we need to do more to reduce CO2 emissions 🤔,guess need reduc co emiss
2023-07-10T15:18:43.000Z,2,78e4838d309581b00d26720162b50ed82ab4f66955641e9d98d82b9bdcc2a05e,1.0,,
2023-07-11T01:44:32.000Z,2,e7de652318ed6bc2c90ee02a325514141b441b1446e24be4b9d0c51cc33b0513,,nothing to see here folks....move right along....,noth see folksmov right along
2023-07-24T15:58:50.000Z,1,f74d750ae1b70eb2360d26a01581e2c14f1803bf3abb87f660aab7658fe7df6d,2.0,I'm in disagreement with someone that says that the heat waves of the 1930s prove that current climate science is wrong about CO2 levels and climate change. What is a good counterpoint to make?,im disagr someon say heat wave prove current climat scienc wrong co level climat chang good counterpoint make
2023-07-07T23:26:01.000Z,9,eedd4128f0898d7091472afa32440df11031c74c0f0cdffc15c6640609e7fd18,,We are speedrunning global ecosystem collapse.,speedrun global ecosystem collaps
2023-07-08T21:01:39.000Z,1,a08f89c9a71a46348df59658d01eed4b34c817f21a05b403f0161de90e6641fc,,,
2023-07-07T16:37:57.000Z,0,7a1143f4df201b502fc4dc693a6e5a2471d0bbf27c5c88d66751c37850a8f6d0,,,
2023-07-13T22:50:26.000Z,1,7976f649b4c6e82a808bbb6ded6da7d6fb2dc1fd8b135d90af1c457d701b3198,1.0,Wonder what's causing these heat waves. And when are we starting the measuring in global Temps.,wonder what caus heat wave start measur global temp
2023-07-07T22:54:55.000Z,0,c366a96ec23530394a2ecd06756c2cb21d19d5d3370fedcd5f61b764ccaa744d,,Joni Shepherd Silva Charles Silva,joni shepherd silva charl silva
2023-07-12T02:46:45.000Z,0,6712665505c9384c6ced4cc1f4b6bcd3e619771ab39f255a33a53796a3c8af8f,,Genesis HC,genesi hc
2023-09-15T11:35:56.000Z,0,282c450f912e38a665ac07a82b2d618a297cb0f677955cd05c80a244e84cbf2b,,🐂,
2023-07-11T20:20:23.000Z,0,1a9f8bfc50f7e22f2219db2c8d1af06c65e8de172fbcc30eb40cb831388e84a7,2.0,CC?  NO way to predict ACCURATELY!!,cc way predict accur
